pygame 2.6.1 (SDL 2.28.4, Python 3.13.2)
Hello from the pygame community. https://www.pygame.org/contribute.html
Ip $801d, A $8000, D $0001 | Loop $03fd, Indi $4003   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $03fd, Indi $4003   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $03fd, Indi $4003   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $03fd, Indi $4003   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $03fd, Indi $4003   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $03fd, Indi $4003   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $03fd, Indi $4003   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $03fd, Indi $4003   |   (*0x2 > D)
Ip $8010, A $4400, D $005b | Loop $03fd, Indi $4003   |   (D > *0x4)
Ip $8011, A $4400, D $005b | Loop $03fd, Indi $4003   |   (0x2 +)
Ip $8012, A $4080, D $005b | Loop $03fd, Indi $4003   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $03fd, Indi $4003   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $03fc, Indi $4004   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $03fc, Indi $4004   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $03fc, Indi $4004   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $03fc, Indi $4004   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $03fc, Indi $4004   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $03fc, Indi $4004   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $03fc, Indi $4004   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $03fc, Indi $4004   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $03fc, Indi $4004   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $03fc, Indi $4004   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $03fc, Indi $4004   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $03fc, Indi $4004   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $03fc, Indi $4004   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $03fc, Indi $4004   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $03fc, Indi $4004   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $03fc, Indi $4004   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $03fc, Indi $4004   |   (*0x2 > D)
Ip $8010, A $4400, D $00e5 | Loop $03fc, Indi $4004   |   (D > *0x4)
Ip $8011, A $4400, D $00e5 | Loop $03fc, Indi $4004   |   (0x2 +)
Ip $8012, A $4080, D $00e5 | Loop $03fc, Indi $4004   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $03fc, Indi $4004   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $03fb, Indi $4005   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $03fb, Indi $4005   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $03fb, Indi $4005   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $03fb, Indi $4005   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $03fb, Indi $4005   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $03fb, Indi $4005   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $03fb, Indi $4005   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $03fb, Indi $4005   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $03fb, Indi $4005   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $03fb, Indi $4005   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $03fb, Indi $4005   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $03fb, Indi $4005   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $03fb, Indi $4005   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $03fb, Indi $4005   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $03fb, Indi $4005   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $03fb, Indi $4005   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $03fb, Indi $4005   |   (*0x2 > D)
Ip $8010, A $4400, D $00fa | Loop $03fb, Indi $4005   |   (D > *0x4)
Ip $8011, A $4400, D $00fa | Loop $03fb, Indi $4005   |   (0x2 +)
Ip $8012, A $4080, D $00fa | Loop $03fb, Indi $4005   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $03fb, Indi $4005   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $03fa, Indi $4006   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $03fa, Indi $4006   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $03fa, Indi $4006   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $03fa, Indi $4006   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $03fa, Indi $4006   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $03fa, Indi $4006   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $03fa, Indi $4006   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $03fa, Indi $4006   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $03fa, Indi $4006   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $03fa, Indi $4006   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $03fa, Indi $4006   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $03fa, Indi $4006   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $03fa, Indi $4006   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $03fa, Indi $4006   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $03fa, Indi $4006   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $03fa, Indi $4006   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $03fa, Indi $4006   |   (*0x2 > D)
Ip $8010, A $4400, D $00a3 | Loop $03fa, Indi $4006   |   (D > *0x4)
Ip $8011, A $4400, D $00a3 | Loop $03fa, Indi $4006   |   (0x2 +)
Ip $8012, A $4080, D $00a3 | Loop $03fa, Indi $4006   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $03fa, Indi $4006   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $03f9, Indi $4007   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $03f9, Indi $4007   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $03f9, Indi $4007   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $03f9, Indi $4007   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $03f9, Indi $4007   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $03f9, Indi $4007   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $03f9, Indi $4007   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $03f9, Indi $4007   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $03f9, Indi $4007   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $03f9, Indi $4007   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $03f9, Indi $4007   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $03f9, Indi $4007   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $03f9, Indi $4007   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $03f9, Indi $4007   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $03f9, Indi $4007   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $03f9, Indi $4007   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $03f9, Indi $4007   |   (*0x2 > D)
Ip $8010, A $4400, D $00e4 | Loop $03f9, Indi $4007   |   (D > *0x4)
Ip $8011, A $4400, D $00e4 | Loop $03f9, Indi $4007   |   (0x2 +)
Ip $8012, A $4080, D $00e4 | Loop $03f9, Indi $4007   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $03f9, Indi $4007   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $03f8, Indi $4008   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $03f8, Indi $4008   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $03f8, Indi $4008   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $03f8, Indi $4008   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $03f8, Indi $4008   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $03f8, Indi $4008   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $03f8, Indi $4008   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $03f8, Indi $4008   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $03f8, Indi $4008   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $03f8, Indi $4008   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $03f8, Indi $4008   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $03f8, Indi $4008   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $03f8, Indi $4008   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $03f8, Indi $4008   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $03f8, Indi $4008   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $03f8, Indi $4008   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $03f8, Indi $4008   |   (*0x2 > D)
Ip $8010, A $4400, D $0083 | Loop $03f8, Indi $4008   |   (D > *0x4)
Ip $8011, A $4400, D $0083 | Loop $03f8, Indi $4008   |   (0x2 +)
Ip $8012, A $4080, D $0083 | Loop $03f8, Indi $4008   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $03f8, Indi $4008   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $03f7, Indi $4009   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $03f7, Indi $4009   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $03f7, Indi $4009   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $03f7, Indi $4009   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $03f7, Indi $4009   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $03f7, Indi $4009   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $03f7, Indi $4009   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $03f7, Indi $4009   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $03f7, Indi $4009   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $03f7, Indi $4009   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $03f7, Indi $4009   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $03f7, Indi $4009   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $03f7, Indi $4009   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $03f7, Indi $4009   |   (D > *0x7)
