pygame 2.6.1 (SDL 2.28.4, Python 3.13.2)
Hello from the pygame community. https://www.pygame.org/contribute.html
Ip $8010, A $4400, D $0047 | Loop $035a, Indi $40a6   |   (D > *0x4)
Ip $8011, A $4400, D $0047 | Loop $035a, Indi $40a6   |   (0x2 +)
Ip $8012, A $4080, D $0047 | Loop $035a, Indi $40a6   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $035a, Indi $40a6   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $0359, Indi $40a7   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $0359, Indi $40a7   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $0359, Indi $40a7   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $0359, Indi $40a7   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $0359, Indi $40a7   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $0359, Indi $40a7   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $0359, Indi $40a7   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $0359, Indi $40a7   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $0359, Indi $40a7   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $0359, Indi $40a7   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $0359, Indi $40a7   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $0359, Indi $40a7   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $0359, Indi $40a7   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $0359, Indi $40a7   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $0359, Indi $40a7   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $0359, Indi $40a7   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $0359, Indi $40a7   |   (*0x2 > D)
Ip $8010, A $4400, D $00fe | Loop $0359, Indi $40a7   |   (D > *0x4)
Ip $8011, A $4400, D $00fe | Loop $0359, Indi $40a7   |   (0x2 +)
Ip $8012, A $4080, D $00fe | Loop $0359, Indi $40a7   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $0359, Indi $40a7   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $0358, Indi $40a8   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $0358, Indi $40a8   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $0358, Indi $40a8   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $0358, Indi $40a8   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $0358, Indi $40a8   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $0358, Indi $40a8   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $0358, Indi $40a8   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $0358, Indi $40a8   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $0358, Indi $40a8   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $0358, Indi $40a8   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $0358, Indi $40a8   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $0358, Indi $40a8   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $0358, Indi $40a8   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $0358, Indi $40a8   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $0358, Indi $40a8   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $0358, Indi $40a8   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $0358, Indi $40a8   |   (*0x2 > D)
Ip $8010, A $4400, D $0066 | Loop $0358, Indi $40a8   |   (D > *0x4)
Ip $8011, A $4400, D $0066 | Loop $0358, Indi $40a8   |   (0x2 +)
Ip $8012, A $4080, D $0066 | Loop $0358, Indi $40a8   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $0358, Indi $40a8   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $0357, Indi $40a9   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $0357, Indi $40a9   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $0357, Indi $40a9   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $0357, Indi $40a9   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $0357, Indi $40a9   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $0357, Indi $40a9   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $0357, Indi $40a9   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $0357, Indi $40a9   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $0357, Indi $40a9   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $0357, Indi $40a9   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $0357, Indi $40a9   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $0357, Indi $40a9   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $0357, Indi $40a9   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $0357, Indi $40a9   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $0357, Indi $40a9   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $0357, Indi $40a9   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $0357, Indi $40a9   |   (*0x2 > D)
Ip $8010, A $4400, D $004e | Loop $0357, Indi $40a9   |   (D > *0x4)
Ip $8011, A $4400, D $004e | Loop $0357, Indi $40a9   |   (0x2 +)
Ip $8012, A $4080, D $004e | Loop $0357, Indi $40a9   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $0357, Indi $40a9   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $0356, Indi $40aa   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $0356, Indi $40aa   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $0356, Indi $40aa   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $0356, Indi $40aa   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $0356, Indi $40aa   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $0356, Indi $40aa   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $0356, Indi $40aa   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $0356, Indi $40aa   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $0356, Indi $40aa   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $0356, Indi $40aa   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $0356, Indi $40aa   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $0356, Indi $40aa   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $0356, Indi $40aa   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $0356, Indi $40aa   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $0356, Indi $40aa   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $0356, Indi $40aa   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $0356, Indi $40aa   |   (*0x2 > D)
Ip $8010, A $4400, D $0000 | Loop $0356, Indi $40aa   |   (D > *0x4)
Ip $8011, A $4400, D $0000 | Loop $0356, Indi $40aa   |   (0x2 +)
Ip $8012, A $4080, D $0000 | Loop $0356, Indi $40aa   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $0356, Indi $40aa   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $0355, Indi $40ab   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $0355, Indi $40ab   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $0355, Indi $40ab   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $0355, Indi $40ab   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $0355, Indi $40ab   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $0355, Indi $40ab   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $0355, Indi $40ab   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $0355, Indi $40ab   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $0355, Indi $40ab   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $0355, Indi $40ab   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $0355, Indi $40ab   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $0355, Indi $40ab   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $0355, Indi $40ab   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $0355, Indi $40ab   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $0355, Indi $40ab   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $0355, Indi $40ab   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $0355, Indi $40ab   |   (*0x2 > D)
Ip $8010, A $4400, D $00d9 | Loop $0355, Indi $40ab   |   (D > *0x4)
Ip $8011, A $4400, D $00d9 | Loop $0355, Indi $40ab   |   (0x2 +)
Ip $8012, A $4080, D $00d9 | Loop $0355, Indi $40ab   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $0355, Indi $40ab   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $0354, Indi $40ac   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $0354, Indi $40ac   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $0354, Indi $40ac   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $0354, Indi $40ac   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $0354, Indi $40ac   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $0354, Indi $40ac   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $0354, Indi $40ac   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $0354, Indi $40ac   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $0354, Indi $40ac   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $0354, Indi $40ac   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $0354, Indi $40ac   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $0354, Indi $40ac   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $0354, Indi $40ac   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $0354, Indi $40ac   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $0354, Indi $40ac   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $0354, Indi $40ac   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $0354, Indi $40ac   |   (*0x2 > D)
Ip $8010, A $4400, D $0051 | Loop $0354, Indi $40ac   |   (D > *0x4)
Ip $8011, A $4400, D $0051 | Loop $0354, Indi $40ac   |   (0x2 +)
Ip $8012, A $4080, D $0051 | Loop $0354, Indi $40ac   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $0354, Indi $40ac   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $0353, Indi $40ad   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $0353, Indi $40ad   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $0353, Indi $40ad   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $0353, Indi $40ad   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $0353, Indi $40ad   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $0353, Indi $40ad   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $0353, Indi $40ad   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $0353, Indi $40ad   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $0353, Indi $40ad   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $0353, Indi $40ad   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $0353, Indi $40ad   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $0353, Indi $40ad   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $0353, Indi $40ad   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $0353, Indi $40ad   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $0353, Indi $40ad   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $0353, Indi $40ad   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $0353, Indi $40ad   |   (*0x2 > D)
Ip $8010, A $4400, D $00b4 | Loop $0353, Indi $40ad   |   (D > *0x4)
Ip $8011, A $4400, D $00b4 | Loop $0353, Indi $40ad   |   (0x2 +)
Ip $8012, A $4080, D $00b4 | Loop $0353, Indi $40ad   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $0353, Indi $40ad   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $0352, Indi $40ae   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $0352, Indi $40ae   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $0352, Indi $40ae   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $0352, Indi $40ae   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $0352, Indi $40ae   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $0352, Indi $40ae   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $0352, Indi $40ae   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $0352, Indi $40ae   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $0352, Indi $40ae   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $0352, Indi $40ae   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $0352, Indi $40ae   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $0352, Indi $40ae   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $0352, Indi $40ae   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $0352, Indi $40ae   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $0352, Indi $40ae   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $0352, Indi $40ae   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $0352, Indi $40ae   |   (*0x2 > D)
Ip $8010, A $4400, D $0078 | Loop $0352, Indi $40ae   |   (D > *0x4)
Ip $8011, A $4400, D $0078 | Loop $0352, Indi $40ae   |   (0x2 +)
Ip $8012, A $4080, D $0078 | Loop $0352, Indi $40ae   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $0352, Indi $40ae   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $0351, Indi $40af   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $0351, Indi $40af   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $0351, Indi $40af   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $0351, Indi $40af   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $0351, Indi $40af   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $0351, Indi $40af   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $0351, Indi $40af   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $0351, Indi $40af   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $0351, Indi $40af   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $0351, Indi $40af   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $0351, Indi $40af   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $0351, Indi $40af   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $0351, Indi $40af   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $0351, Indi $40af   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $0351, Indi $40af   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $0351, Indi $40af   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $0351, Indi $40af   |   (*0x2 > D)
Ip $8010, A $4400, D $00be | Loop $0351, Indi $40af   |   (D > *0x4)
Ip $8011, A $4400, D $00be | Loop $0351, Indi $40af   |   (0x2 +)
Ip $8012, A $4080, D $00be | Loop $0351, Indi $40af   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $0351, Indi $40af   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $0350, Indi $40b0   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $0350, Indi $40b0   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $0350, Indi $40b0   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $0350, Indi $40b0   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $0350, Indi $40b0   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $0350, Indi $40b0   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $0350, Indi $40b0   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $0350, Indi $40b0   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $0350, Indi $40b0   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $0350, Indi $40b0   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $0350, Indi $40b0   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $0350, Indi $40b0   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $0350, Indi $40b0   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $0350, Indi $40b0   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $0350, Indi $40b0   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $0350, Indi $40b0   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $0350, Indi $40b0   |   (*0x2 > D)
Ip $8010, A $4400, D $00a3 | Loop $0350, Indi $40b0   |   (D > *0x4)
Ip $8011, A $4400, D $00a3 | Loop $0350, Indi $40b0   |   (0x2 +)
Ip $8012, A $4080, D $00a3 | Loop $0350, Indi $40b0   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $0350, Indi $40b0   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $034f, Indi $40b1   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $034f, Indi $40b1   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $034f, Indi $40b1   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $034f, Indi $40b1   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $034f, Indi $40b1   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $034f, Indi $40b1   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $034f, Indi $40b1   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $034f, Indi $40b1   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $034f, Indi $40b1   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $034f, Indi $40b1   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $034f, Indi $40b1   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $034f, Indi $40b1   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $034f, Indi $40b1   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $034f, Indi $40b1   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $034f, Indi $40b1   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $034f, Indi $40b1   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $034f, Indi $40b1   |   (*0x2 > D)
Ip $8010, A $4400, D $0085 | Loop $034f, Indi $40b1   |   (D > *0x4)
Ip $8011, A $4400, D $0085 | Loop $034f, Indi $40b1   |   (0x2 +)
Ip $8012, A $4080, D $0085 | Loop $034f, Indi $40b1   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $034f, Indi $40b1   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $034e, Indi $40b2   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $034e, Indi $40b2   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $034e, Indi $40b2   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $034e, Indi $40b2   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $034e, Indi $40b2   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $034e, Indi $40b2   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $034e, Indi $40b2   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $034e, Indi $40b2   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $034e, Indi $40b2   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $034e, Indi $40b2   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $034e, Indi $40b2   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $034e, Indi $40b2   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $034e, Indi $40b2   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $034e, Indi $40b2   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $034e, Indi $40b2   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $034e, Indi $40b2   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $034e, Indi $40b2   |   (*0x2 > D)
Ip $8010, A $4400, D $00de | Loop $034e, Indi $40b2   |   (D > *0x4)
Ip $8011, A $4400, D $00de | Loop $034e, Indi $40b2   |   (0x2 +)
Ip $8012, A $4080, D $00de | Loop $034e, Indi $40b2   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $034e, Indi $40b2   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $034d, Indi $40b3   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $034d, Indi $40b3   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $034d, Indi $40b3   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $034d, Indi $40b3   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $034d, Indi $40b3   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $034d, Indi $40b3   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $034d, Indi $40b3   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $034d, Indi $40b3   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $034d, Indi $40b3   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $034d, Indi $40b3   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $034d, Indi $40b3   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $034d, Indi $40b3   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $034d, Indi $40b3   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $034d, Indi $40b3   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $034d, Indi $40b3   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $034d, Indi $40b3   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $034d, Indi $40b3   |   (*0x2 > D)
Ip $8010, A $4400, D $00e2 | Loop $034d, Indi $40b3   |   (D > *0x4)
Ip $8011, A $4400, D $00e2 | Loop $034d, Indi $40b3   |   (0x2 +)
Ip $8012, A $4080, D $00e2 | Loop $034d, Indi $40b3   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $034d, Indi $40b3   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $034c, Indi $40b4   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $034c, Indi $40b4   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $034c, Indi $40b4   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $034c, Indi $40b4   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $034c, Indi $40b4   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $034c, Indi $40b4   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $034c, Indi $40b4   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $034c, Indi $40b4   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $034c, Indi $40b4   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $034c, Indi $40b4   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $034c, Indi $40b4   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $034c, Indi $40b4   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $034c, Indi $40b4   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $034c, Indi $40b4   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $034c, Indi $40b4   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $034c, Indi $40b4   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $034c, Indi $40b4   |   (*0x2 > D)
Ip $8010, A $4400, D $0088 | Loop $034c, Indi $40b4   |   (D > *0x4)
Ip $8011, A $4400, D $0088 | Loop $034c, Indi $40b4   |   (0x2 +)
Ip $8012, A $4080, D $0088 | Loop $034c, Indi $40b4   |   (0xc > D)
Ip $8013, A $4080, D $008c | Loop $034c, Indi $40b4   |   (D > *0x7)
HDHDHDHDHDHDHDHDHD
Ip $8014, A $4080, D $008c | Loop $034b, Indi $40b5   |   (0x3 > D)
Ip $8015, A $4080, D $0003 | Loop $034b, Indi $40b5   |   (D > *0x7)
Ip $8016, A $4080, D $0003 | Loop $034b, Indi $40b5   |   (0x0 +)
Ip $8017, A $4000, D $0003 | Loop $034b, Indi $40b5   |   (0x8 +)
Ip $8018, A $8000, D $0003 | Loop $034b, Indi $40b5   |   (0x1e > D)
Ip $8019, A $8000, D $801e | Loop $034b, Indi $40b5   |   (D > *0x0)
Ip $801a, A $8000, D $801e | Loop $034b, Indi $40b5   |   (0x1 > D)
Ip $801b, A $8000, D $0001 | Loop $034b, Indi $40b5   |   (D > *0x7)
Ip $801c, A $8000, D $0001 | Loop $034b, Indi $40b5   |   (0x0 +)
Ip $801d, A $8000, D $0001 | Loop $034b, Indi $40b5   |   (0x8 +)
Ip $801e, A $8000, D $0001 | Loop $034b, Indi $40b5   |   (0xb > D)
Ip $801f, A $8000, D $800b | Loop $034b, Indi $40b5   |   (D > *0x0)
Ip $800b, A $8000, D $800b | Loop $034b, Indi $40b5   |   (0x10 > D)
Ip $800c, A $8000, D $0010 | Loop $034b, Indi $40b5   |   (D > *0x7)
Ip $800d, A $8000, D $0010 | Loop $034b, Indi $40b5   |   (0x10 +)
Ip $800e, A $8400, D $0010 | Loop $034b, Indi $40b5   |   (0x4 +)
Ip $800f, A $4400, D $0010 | Loop $034b, Indi $40b5   |   (*0x2 > D)
